Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
Dai Wai Tsun,M/AM RC,23,90,109,"China PR,Hong Kong (China PR),England",Shenzhen FC,11,9,10,7,10,13,4,9,6,6,12,4,7,11,9,9,9,10,10,10,10,14,10,8,8,5,9,12,13,11,9,8,13,12,11,8,10,7,7,4,16,3,3,4,1,1,3,1,2,1,3,1,13,14,11,6,12,16,15,16,1,1,1,8,1,11,11,1,17,20,1,12,16,1,175,59,15,20,4851722,25/07/1999,7536,
Nuno Félix,DM/M C,18,89,-8,Portugal,SL Benfica,5,7,9,8,12,7,8,9,5,9,12,6,9,12,12,11,10,10,11,12,11,12,13,7,10,10,11,13,11,12,10,8,14,11,12,10,12,5,8,5,10,3,1,3,3,2,2,4,2,3,1,3,7,11,4,9,12,11,11,16,1,1,8,1,1,1,20,1,17,1,1,1,1,1,182,70,8,20,862999,16/03/2004,2749,
Jordan Semedo Varela,D L,19,89,-75,France,AS Monaco,8,12,9,6,15,9,13,6,9,14,10,6,11,11,8,7,10,10,11,10,11,8,6,8,11,11,10,10,10,11,5,13,14,10,13,9,20,7,6,14,11,1,1,3,1,1,3,2,1,3,4,1,11,11,5,13,12,14,10,16,1,20,1,1,1,1,1,1,1,1,1,1,1,1,182,0,20,6,19230001,15/01/2003,645,
Hugo Sanz,D/WB L,20,89,-75,Spain,Ourense C.F. SAD,5,10,8,6,13,4,5,8,8,10,10,6,14,10,12,13,10,9,13,9,15,14,6,8,8,10,9,9,15,15,9,1,15,15,7,1,9,5,6,5,14,2,3,1,2,1,1,3,1,3,1,3,19,12,1,11,13,11,9,14,1,20,1,1,19,1,1,1,1,1,1,1,1,1,164,0,20,5,84050,21/04/2002,325,
José Mulato,AM RL,19,89,-75,Colombia,Asociación Deportivo Cali,8,11,13,8,13,7,7,5,6,5,11,5,7,10,7,8,7,6,5,8,13,10,10,9,12,6,7,8,12,10,9,9,12,13,12,12,19,12,7,12,9,2,3,3,1,3,3,2,4,2,3,2,17,10,8,13,10,9,12,15,1,1,1,1,1,1,1,8,1,10,16,1,20,12,180,75,20,8,1000604,09/01/2003,1143,FC Dallas
Óscar Cortés,M/AM C,18,89,-75,Colombia,Azul y Blanco Millonarios Fútbol Club S. A.,7,4,14,9,14,7,7,13,7,7,14,4,3,14,9,10,4,11,7,14,12,10,15,9,14,13,9,13,12,12,14,5,13,10,9,4,11,5,17,9,16,2,3,3,3,1,3,3,2,1,3,3,9,9,5,12,10,10,11,18,1,1,1,1,1,1,1,1,20,1,1,20,1,1,176,74,8,20,1403508,03/12/2003,795,
William Hurtado,M/AM C,18,89,-75,Colombia,Envigado Fútbol Club S.A.,7,7,9,9,14,7,7,11,3,5,12,7,7,14,11,10,6,8,7,12,12,17,13,9,14,8,7,12,12,10,14,8,14,10,9,4,11,11,5,8,14,3,3,2,3,4,2,2,2,3,1,2,10,12,3,14,10,12,12,17,1,1,1,1,1,1,1,1,20,1,10,20,12,1,175,0,8,20,1250454,31/05/2004,1050,
Pedro Bravo,DM/M C,17,89,-75,Colombia,América de Cali S.A.,7,7,8,7,14,7,7,7,4,13,14,3,14,14,10,13,8,7,10,14,10,10,5,10,7,9,8,13,12,10,10,15,13,12,13,8,11,7,6,12,11,2,3,2,1,1,2,2,2,1,1,3,8,10,8,11,12,10,13,20,1,1,1,1,1,1,20,1,18,1,1,1,1,1,190,79,8,20,1637426,26/11/2004,1161,
Olav Veum,D RLC,18,89,-75,Norway,Stabæk Fotball,8,9,6,5,8,6,12,5,10,12,10,4,12,8,10,11,12,10,9,9,10,15,11,13,7,11,10,13,11,10,10,12,12,11,12,11,15,10,10,5,14,4,1,3,3,2,2,3,2,3,1,1,11,15,10,11,13,15,12,10,1,16,20,15,1,14,1,1,1,1,1,1,1,1,185,79,8,20,2184214,14/02/2004,464,
Mario De Luis,GK,20,89,-75,Spain,R. Madrid,3,2,1,3,6,6,1,3,3,3,14,4,2,1,12,11,15,8,6,5,14,6,3,1,2,14,8,7,12,7,8,13,12,11,3,7,10,11,18,9,12,9,10,10,5,14,14,12,14,9,13,14,19,13,5,9,9,13,12,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,78,10,20,7007999,06/05/2002,407,
Niko Gajzler,S,17,89,-75,Croatia,HNK Rijeka,7,7,10,12,12,8,11,10,4,3,9,11,4,10,12,13,11,8,8,11,8,14,11,7,13,6,12,13,13,13,14,8,14,12,10,8,15,7,15,5,11,2,3,1,1,1,1,3,3,1,4,2,13,14,5,11,13,13,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,180,0,11,20,3330000,21/12/2004,6,
Riccardo Pagano,M/AM C,17,89,-8,Italy,Associazione Sportiva Roma,10,7,12,10,12,11,8,9,2,3,11,8,4,13,10,11,8,10,10,11,10,13,15,8,10,6,12,11,12,13,7,7,11,11,10,8,11,7,12,10,10,1,2,3,1,3,3,4,1,2,2,3,11,12,8,14,11,13,13,12,1,1,1,1,1,1,1,1,20,1,14,18,12,10,175,69,12,20,9000001,28/11/2004,684,
Justin Diehl,AM RLC,17,89,-75,"Germany,Ghana",1. FC Köln,9,13,12,12,12,8,9,7,4,5,8,3,5,12,6,9,6,11,11,12,12,13,12,5,10,5,7,10,13,12,6,11,9,12,8,11,8,11,3,5,8,2,3,3,4,3,1,1,1,1,2,1,7,13,7,13,13,13,13,13,1,1,1,1,1,1,1,13,1,13,18,17,20,12,170,0,13,20,7879999,27/11/2004,689,
Jhon Solís,M C,17,89,-8,Colombia,Atlético Nacional S.A.,3,3,6,7,14,3,7,7,1,10,14,3,7,13,7,5,8,7,7,14,13,10,5,10,9,8,8,8,9,13,8,12,14,12,13,13,19,6,13,7,13,3,3,3,2,2,1,1,2,2,1,2,11,10,4,13,9,10,8,16,1,1,1,1,1,1,1,1,20,1,1,10,1,8,189,80,8,20,1603145,03/10/2004,64,
Miguel Monsalve,AM C,18,89,-8,Colombia,Deportivo Independiente Medellín S.A.,7,8,14,9,14,7,7,9,7,7,13,4,9,14,5,9,8,6,10,11,12,10,13,11,9,7,8,9,12,12,10,8,12,11,12,13,11,5,17,5,12,2,3,2,4,2,1,3,1,3,3,3,12,10,6,10,13,10,9,18,1,1,1,1,1,1,1,1,12,1,12,20,12,10,178,73,8,20,828819,27/02/2004,64,
Juan Pablo Goicochea,S,17,89,-75,Peru,Club Alianza Lima,6,4,12,11,13,6,13,6,1,6,7,4,1,13,8,11,6,4,5,7,12,5,13,2,10,7,6,7,14,13,11,10,12,14,9,12,12,11,14,5,10,3,2,3,3,4,2,3,3,1,3,2,8,9,7,12,10,10,11,15,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,80,10,20,624721,12/01/2005,458,
Jordan Barrera,AM C,16,89,-75,Colombia,Barranquilla Fútbol S.A.,6,6,14,14,14,7,7,14,1,7,14,8,8,14,8,7,8,8,7,10,10,18,13,1,10,3,7,12,14,14,8,2,15,14,9,5,9,8,6,5,12,2,1,1,3,3,2,3,2,1,2,3,7,13,6,12,10,9,10,19,1,1,1,1,1,1,1,1,1,1,1,20,1,1,170,0,8,20,722399,11/04/2006,64,
Valerio Crespi,S,17,89,-8,Italy,S.S. Lazio,7,5,14,14,14,7,13,8,1,5,8,5,4,13,5,12,6,9,5,7,14,15,12,7,14,8,7,8,14,14,8,8,14,13,6,6,13,10,12,5,8,2,2,2,1,1,2,1,3,2,2,2,8,13,3,12,10,13,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,20,186,0,2,20,14080000,04/08/2004,255,
Leo Castledine,M/AM RLC,16,89,-8,England,Chelsea,11,10,9,12,10,15,9,13,9,6,8,7,10,10,12,11,13,8,10,8,8,5,7,10,11,8,14,15,13,8,10,8,15,12,13,8,20,9,19,13,10,2,1,2,2,2,2,1,1,1,2,2,20,12,5,8,11,10,13,20,1,1,1,1,1,1,14,12,18,12,15,20,15,14,175,0,10,20,44564025,20/08/2005,203,
Fredrik Nissen,D/DM C,17,89,-75,Sweden,IF Brommapojkarna,7,10,6,5,10,7,12,7,8,10,11,7,10,10,7,11,12,9,11,9,9,14,7,13,8,12,10,10,11,8,11,14,12,12,12,11,14,6,8,5,14,3,2,1,3,3,1,2,1,1,1,3,20,13,2,14,14,15,17,17,1,1,20,1,1,1,17,1,15,1,1,1,1,1,187,75,9,20,373223,28/03/2005,232,
Roggerio Nyakossi,D C,18,89,-75,"Switzerland,Togo",Olympique de Marseille,3,5,8,4,9,4,12,4,6,11,10,1,12,9,12,10,13,10,9,8,10,13,7,11,9,11,12,12,10,9,12,16,15,10,10,15,10,11,16,12,12,1,1,1,3,2,2,2,1,2,1,3,11,10,3,10,9,11,10,16,1,1,20,1,1,1,1,1,1,1,1,1,1,6,194,91,4,20,14190000,13/01/2004,645,
Eldar Sivac,D/WB RL,22,89,-75,Bosnia and Herzegovina,NK Čelik Zenica,7,11,9,7,10,4,6,6,9,11,10,4,11,11,13,8,8,9,8,7,8,14,8,7,9,9,7,11,13,12,8,11,14,12,11,11,16,9,8,6,10,4,1,2,3,3,1,2,1,2,3,2,11,18,5,11,14,17,13,4,1,15,1,20,1,18,1,1,1,15,15,1,10,1,176,0,13,20,15606,11/09/1999,73,
Jesús Hernández,S,18,88,-8,Mexico,Xoloitzcuintles de Tijuana,8,8,9,12,11,9,11,8,8,8,10,10,8,11,9,10,9,9,11,8,12,15,9,8,12,10,9,10,10,10,10,11,8,9,9,10,10,7,9,8,9,3,3,1,1,1,1,1,1,3,3,1,13,12,7,12,10,12,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,20,182,71,10,20,5745111,09/01/2004,195,Elche
Jonathan Corozo,M C,17,88,-75,Ecuador,Barcelona Sporting Club,7,8,12,8,13,7,8,9,5,9,11,2,13,13,10,10,8,9,9,13,10,8,5,6,8,8,8,13,14,11,7,8,14,14,8,6,16,10,13,7,18,3,1,1,2,1,3,3,1,2,3,3,17,10,6,11,10,11,10,10,1,1,1,1,1,1,15,1,20,1,1,12,1,1,173,76,9,20,980641,02/02/2005,64,
Matěj Šín,M/AM C,18,88,-75,Czech Republic,Baník Ostrava,6,4,8,8,13,6,6,12,6,7,10,3,8,11,12,11,5,8,7,12,5,16,14,6,10,8,7,12,13,13,7,5,15,13,13,5,17,11,14,8,11,2,1,1,2,3,2,3,2,1,1,3,18,9,2,11,11,9,10,11,1,1,1,1,1,1,1,1,20,1,1,20,1,1,181,0,20,10,4958647,02/06/2004,262,
Kido Taylor-Hart,AM RLC,19,88,-75,"England,Jamaica,Grenada",Arsenal,7,8,11,8,9,8,7,10,1,4,7,3,5,12,6,6,5,8,5,8,7,11,14,5,9,5,8,9,15,13,7,8,15,14,9,7,8,7,12,13,10,2,1,1,3,2,1,2,1,3,1,2,19,13,7,9,11,15,11,18,1,1,1,1,1,1,1,1,1,1,20,16,18,15,179,0,12,20,24271271,30/09/2002,3480,
Alessandro Bianco,DM/M C,19,88,-75,Italy,ACF Fiorentina,8,8,10,7,11,8,7,7,6,7,12,8,7,10,9,12,12,8,13,12,12,10,8,9,10,11,12,13,13,12,9,8,11,12,12,10,12,8,11,9,12,4,2,1,1,2,4,2,1,1,2,2,12,11,9,12,13,11,12,10,1,1,1,1,1,1,16,1,20,1,1,1,1,1,176,0,7,20,11729999,01/10/2002,1027,
Edwin Andersson,AM RL,18,88,-75,Sweden,Stoke City,8,10,13,11,11,7,6,7,1,3,9,10,3,13,7,8,5,10,6,11,8,12,14,3,8,4,8,13,15,11,9,8,15,13,8,7,10,10,9,10,14,1,3,1,2,2,1,3,2,2,2,1,7,15,11,8,10,13,11,10,1,1,1,1,15,15,1,15,1,15,20,12,18,14,178,73,9,20,12276565,07/11/2003,2900,
Anders Børset,D/WB LC,16,88,-8,Norway,Molde FK,7,9,8,6,11,7,10,6,11,12,11,5,11,9,13,12,11,12,8,11,10,16,10,9,10,12,11,12,10,9,12,11,12,11,11,12,16,13,10,12,11,2,3,3,3,3,1,4,2,1,2,4,16,19,6,10,15,16,8,7,1,20,20,8,16,1,1,1,1,1,1,1,1,1,182,78,20,7,3629863,22/02/2006,503,
Sylvester Jasper,AM RL,20,88,-75,"Bulgaria,Nigeria,England",Fulham,8,8,13,8,10,11,5,11,2,7,9,9,6,10,6,9,9,10,9,10,9,14,14,7,7,7,10,10,14,12,12,6,11,13,9,7,8,6,19,8,12,1,3,3,2,3,1,3,2,2,3,1,14,11,5,9,9,9,13,15,1,1,1,1,1,1,1,1,1,1,20,14,20,14,180,65,10,20,41525041,13/09/2001,2900,Bristol Rovers
Felipe Ordoñez,AM C,18,88,-75,Colombia,Asociación Deportivo Pasto,7,6,12,14,10,6,7,13,7,6,14,7,7,8,8,5,6,7,6,14,14,8,7,6,11,8,8,13,11,8,8,14,12,10,12,7,16,10,6,14,11,1,3,1,1,2,4,2,4,3,2,2,17,10,6,10,10,9,12,13,1,1,1,1,1,1,1,1,1,1,1,20,1,1,191,79,20,8,1250454,02/02/2004,1014,
Maksym Derkach,AM/S LC,17,88,-75,Ukraine,Shakhtar Donetsk,6,7,11,12,11,6,9,8,4,5,9,14,8,12,9,8,12,12,9,6,9,6,14,8,12,3,8,10,14,10,9,10,12,14,8,8,13,4,11,5,10,3,3,2,1,4,2,2,1,2,1,1,12,11,5,5,11,2,9,18,1,1,1,1,1,1,1,1,1,1,18,15,1,20,176,71,10,20,17285387,22/02/2005,348,
Neco Celorio,AM RLC,18,88,-75,Spain,R. Santander,6,7,13,6,13,3,1,8,6,5,6,5,8,13,10,13,4,11,7,9,10,15,13,11,9,7,7,12,13,13,7,1,9,13,7,1,8,7,10,7,14,2,3,3,3,1,2,1,3,1,3,2,20,12,4,10,11,11,11,17,1,1,1,1,1,1,1,10,12,11,18,20,16,10,160,0,13,20,2153999,07/04/2004,363,
Ilyes Housni,AM/S L,17,88,-8,"France,Morocco",Paris Saint-Germain,9,12,11,12,11,8,15,10,8,8,12,5,4,12,10,12,6,10,7,11,12,9,10,10,10,6,8,10,11,9,9,10,13,11,10,9,11,11,18,5,12,4,2,2,3,2,3,2,1,3,2,3,18,9,4,10,12,10,12,20,1,1,1,1,1,1,1,1,1,1,17,1,1,20,176,0,8,20,16599999,14/05/2005,645,
Luka Lijeskić,GK,17,88,-75,Serbia,KAA Gent,3,3,1,3,7,6,2,1,1,3,14,2,1,6,14,9,11,6,9,9,9,13,3,10,3,11,10,9,8,11,10,12,13,13,5,10,4,14,11,9,10,13,12,11,11,12,12,8,11,12,6,12,9,11,6,10,7,12,11,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,77,5,20,6595000,23/02/2005,2000,
Eric N'Jo,D RC,18,88,-75,France,ESTAC Troyes,6,10,9,7,10,6,11,7,8,11,11,6,11,11,11,11,11,10,11,8,10,9,9,12,8,11,11,10,11,11,12,11,15,11,11,11,10,10,10,10,10,2,1,1,1,2,3,2,1,3,3,2,11,10,9,10,9,10,11,9,1,1,20,15,1,1,1,1,1,1,1,1,1,1,187,80,8,20,6016000,01/06/2004,645,
Víctor Muñoz,AM RLC,19,88,-75,Spain,R. Madrid,7,14,13,7,14,7,8,9,6,7,12,7,7,14,8,5,6,9,9,11,14,2,15,4,10,6,8,9,13,9,9,5,8,12,6,2,14,12,5,11,17,3,1,3,3,2,1,2,3,1,1,2,15,10,3,13,13,11,13,15,1,1,1,1,1,1,1,1,1,1,18,16,20,14,170,63,14,20,4735999,13/07/2003,392,RSC Internacional F.C.
Mamadou Gning,M RLC,17,88,-75,Senegal,,8,13,10,9,15,7,8,10,6,9,15,7,8,15,8,10,2,13,9,14,15,9,5,1,8,6,9,9,14,10,9,8,9,12,8,5,9,11,4,11,14,1,4,2,2,1,4,3,1,2,1,1,9,12,2,11,10,13,11,14,1,1,1,1,1,1,1,15,20,15,1,1,1,1,170,0,5,20,-1,05/07/2005,,
Kofi Jeremy Amoako,DM/M C,17,88,-75,"Germany,Ghana",VfL Wolfsburg,2,7,11,7,11,3,11,8,3,11,12,10,12,12,13,8,12,11,9,11,8,16,11,10,8,12,11,12,11,11,12,12,15,12,12,12,14,7,13,5,8,1,3,1,1,3,3,1,3,3,2,1,12,15,6,10,12,12,15,15,1,1,15,1,1,1,20,1,18,1,1,1,1,1,185,77,10,20,10080000,06/05/2005,1917,
Noah Lemina,AM RL,17,88,-8,"France,Gabon",Paris Saint-Germain,9,11,12,10,12,9,6,10,5,5,10,10,5,12,8,8,9,10,10,11,8,5,12,6,12,6,8,9,13,13,10,6,12,12,10,8,9,8,8,5,10,3,1,3,3,3,3,1,3,3,2,2,13,11,5,11,11,12,9,20,1,1,1,1,1,1,1,12,1,12,20,13,15,1,170,0,8,20,16599999,17/06/2005,645,
Joshua Mancha,AM/S LC,17,88,-75,Mexico,CD Santos Laguna,11,9,10,11,8,8,9,11,1,6,10,12,10,10,10,9,9,13,10,15,11,13,12,10,9,10,10,11,11,10,10,7,10,12,12,8,10,8,10,8,10,1,3,2,3,3,3,1,1,3,1,2,13,11,3,8,11,12,12,10,1,1,1,1,1,1,1,1,1,1,17,17,1,20,173,68,10,20,5605970,05/10/2004,64,
Lukáš Horníček,GK,20,88,-75,Czech Republic,Sporting Clube de Braga,3,1,1,2,3,7,1,2,3,3,10,1,2,6,8,9,15,7,11,6,13,7,2,12,2,12,7,6,11,7,7,12,12,6,5,6,12,7,6,14,10,13,13,8,7,9,8,12,13,9,10,7,17,9,5,11,11,10,10,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,80,7,20,3591000,13/07/2002,2350,
Taha Ayari,AM RLC,17,88,-75,"Sweden,Tunisia",AIK,6,10,13,9,13,7,6,10,5,5,13,9,6,13,9,8,9,10,9,11,9,15,14,6,10,7,11,10,12,13,9,7,12,12,11,7,11,6,7,10,11,2,1,1,2,3,1,1,1,1,1,2,12,13,5,14,12,12,11,11,1,1,1,1,1,1,1,1,15,10,15,20,17,14,172,0,9,20,1882430,10/05/2005,745,
Thanawat Suengchitthawon,M/AM C,22,88,-75,"Thailand,France",Leicester City,11,10,12,8,12,12,8,10,12,8,12,12,5,13,5,10,13,12,12,13,10,10,14,13,12,8,12,12,10,11,11,10,11,11,12,8,12,7,13,7,12,3,3,2,1,2,4,3,2,1,1,2,11,11,2,11,8,10,11,16,1,1,1,1,1,1,1,1,17,1,13,20,14,1,170,68,8,20,15636,08/01/2000,1740,
Dani Pérez,M C,16,88,-8,Spain,Real Hispalis,8,8,12,10,11,8,6,11,7,7,11,10,9,13,12,11,11,11,11,11,10,12,12,10,11,9,10,10,10,11,10,7,12,11,12,8,10,10,10,7,10,1,4,3,1,3,1,2,3,2,1,1,10,11,9,13,10,12,10,10,1,1,1,1,1,1,1,1,20,1,1,15,1,1,169,0,12,20,17398760,26/07/2005,392,
Luka Vrbančić,M/AM C,17,88,-75,Croatia,GNK Dinamo Zagreb,9,9,12,8,13,9,7,9,5,5,12,4,6,13,8,11,7,11,7,12,9,14,13,10,10,7,11,10,12,12,11,8,10,11,9,7,17,5,14,13,8,2,1,2,2,4,2,3,2,4,1,1,13,12,5,11,13,9,8,12,1,1,1,1,1,1,1,1,17,1,1,20,1,1,177,0,20,10,4079999,04/07/2005,6,
Fabio Andrea Ruggeri,D C,17,88,-75,Italy,S.S. Lazio,6,7,2,1,9,2,15,8,8,12,9,7,11,4,10,11,9,9,10,6,15,4,10,9,4,15,8,9,15,12,9,8,6,11,8,3,7,6,16,5,13,2,1,1,3,2,3,2,1,1,1,2,9,12,4,12,10,10,9,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,169,0,10,20,9919999,13/12/2004,452,
Diogo Abreu,M/AM C,19,88,-8,Portugal,Sporting Clube de Portugal,10,8,13,9,12,9,6,8,4,6,15,8,7,13,9,10,11,10,9,13,10,3,10,8,12,6,12,11,11,11,8,8,12,12,10,8,11,6,7,5,12,1,2,4,1,3,2,1,2,2,3,4,19,13,6,13,11,10,10,15,1,1,1,1,1,1,1,1,19,1,1,20,1,1,184,66,8,20,13979999,04/01/2003,3499,
Jesús Rivas,D RL,19,88,-75,Mexico,Pumas de la UNAM,11,10,9,8,10,9,9,9,8,12,10,4,13,11,12,13,11,10,12,9,12,12,7,9,10,9,12,11,11,10,12,10,17,11,10,7,10,12,5,12,14,3,2,1,3,2,2,2,2,3,3,1,10,13,3,11,12,10,10,12,1,15,1,20,10,15,1,1,1,1,1,1,1,1,171,62,10,20,7632589,29/10/2002,363,
Agustín Ruberto,S,16,88,-8,Argentina,Club Atlético River Plate,6,8,13,10,13,6,13,5,1,4,7,12,1,13,6,13,8,11,7,7,8,11,13,7,13,6,6,11,12,9,9,10,17,12,13,4,7,8,18,6,15,1,1,3,1,3,2,1,2,3,2,2,13,10,4,11,10,11,9,20,1,1,1,1,1,1,1,1,1,1,11,1,14,20,180,75,20,10,8090737,14/01/2006,730,
Alberto Higgins,D C,17,88,-75,Colombia,Barranquilla Fútbol S.A.,3,1,1,3,4,1,11,4,3,13,7,1,13,6,9,8,9,7,9,4,13,6,7,11,5,13,6,7,13,13,6,7,10,13,5,10,12,8,9,12,14,3,2,2,3,2,1,1,2,1,3,1,10,11,3,9,10,9,10,19,1,1,20,1,1,1,1,1,1,1,1,1,1,1,179,70,8,20,722399,14/01/2005,64,
Dimo Krastev,DM/M C,19,88,-75,Bulgaria,ACF Fiorentina,7,9,10,10,10,9,12,10,8,11,12,12,12,9,14,10,9,9,8,10,11,2,13,10,9,10,11,10,9,9,11,16,14,10,10,15,10,12,10,3,12,2,2,1,1,3,1,3,3,3,2,3,12,10,6,12,9,13,9,20,1,1,12,1,1,1,20,1,20,1,1,1,1,1,195,76,10,20,14187000,10/02/2003,957,
Abakar Gadjiev,AM C,18,88,-75,Russia,Dinamo Makhachkala,10,9,13,10,10,10,7,11,5,7,10,13,7,12,10,11,5,6,8,12,11,10,14,10,8,8,8,13,13,12,7,8,11,11,12,8,10,11,16,9,13,2,2,3,3,1,3,2,2,1,3,3,17,14,3,11,10,10,9,20,1,1,1,1,1,1,1,1,13,1,1,20,1,1,179,70,20,10,280674,31/12/2003,1120,
Bayron Strijdonck,AM RL,18,88,-75,"Holland,Curaçao",Juventus,11,10,14,8,11,4,5,12,4,5,8,8,5,10,7,11,7,5,6,9,7,8,13,6,14,7,6,9,15,12,9,7,11,14,10,8,8,8,10,6,10,1,2,3,1,2,3,2,2,1,2,2,12,12,5,10,13,8,10,7,1,1,1,1,1,1,1,11,1,10,20,10,17,13,177,0,20,7,11077000,03/06/2004,255,
Sebastien Koffi,M C,17,88,-75,Czech Republic,Příbram,8,4,9,9,13,8,8,10,6,10,8,8,10,9,7,8,7,8,5,15,13,17,5,12,11,8,9,9,10,9,9,5,7,10,14,7,10,12,11,10,8,1,3,3,1,3,1,2,2,1,2,2,14,10,6,11,9,12,11,12,1,1,1,1,7,7,10,1,20,1,1,1,1,1,172,0,20,12,869938,22/04/2005,64,
Paris Brunner,S,16,88,-8,"Germany,Democratic Republic of Congo",Borussia Dortmund,9,9,10,11,11,9,8,9,9,4,10,11,7,12,11,11,8,10,7,11,7,12,12,1,11,9,9,11,13,12,10,11,17,12,8,10,8,8,16,5,11,3,2,1,2,1,2,1,1,2,4,4,17,12,3,11,13,9,12,17,1,1,1,1,1,1,1,1,1,1,12,14,12,20,185,0,8,20,31480000,15/02/2006,64,
Roan Veenbrink,D C,17,88,-75,Holland,FC Utrecht,8,8,8,2,15,3,9,7,6,9,15,8,15,14,6,10,10,8,10,11,10,13,5,9,8,15,8,9,10,10,9,12,13,9,8,6,13,7,6,10,11,1,2,3,3,2,1,2,1,2,1,2,8,12,1,8,11,11,11,18,1,1,20,1,1,1,1,1,1,1,1,1,1,1,184,0,20,10,12600000,18/04/2005,115,
Salvador Rodríguez,D LC,20,88,138,Mexico,Mazatlán Fútbol Club,9,11,10,6,11,7,11,6,10,12,11,3,12,11,11,9,12,9,12,9,7,12,9,11,9,12,11,11,12,10,10,10,11,12,12,10,11,10,4,9,11,3,1,1,2,2,2,2,1,2,2,1,10,12,5,10,11,12,12,12,1,20,20,1,15,1,1,1,1,1,1,1,1,1,178,75,20,10,504134,06/08/2001,254,CF Monterrey
Juan José Arias,D C,18,88,-75,Colombia,Atlético Nacional S.A.,4,1,6,4,7,6,13,4,1,13,6,6,13,10,9,9,9,7,11,9,13,10,5,10,6,12,6,7,12,12,7,7,14,12,7,7,16,5,5,13,10,3,2,2,1,1,2,1,1,1,1,2,11,10,6,11,12,10,11,13,1,10,20,10,1,1,10,1,8,1,1,1,1,1,184,0,8,20,668112,08/01/2004,64,
Amadou Diallo,AM RLC,19,88,-75,England,Newcastle United,7,11,13,7,13,6,7,8,6,4,9,5,7,9,6,9,4,5,5,7,10,12,13,11,11,6,7,8,15,13,7,4,16,13,8,4,10,8,13,15,11,2,3,1,1,1,3,3,1,2,3,2,16,13,1,12,9,10,10,13,1,1,1,1,1,1,1,1,1,1,20,15,18,15,176,0,15,20,40968281,15/02/2003,1740,
Luphumlo Sifumba,AM RLC,17,88,140,South Africa,Cape Town City Football Club,7,9,14,9,12,7,5,9,4,6,12,5,7,9,13,9,8,10,7,10,14,5,14,3,7,8,8,13,14,9,5,6,15,11,8,7,19,6,6,13,12,1,2,3,1,1,3,1,2,1,1,1,14,8,7,12,11,9,12,14,1,1,1,1,1,1,1,1,15,1,15,20,17,1,177,0,16,20,196580,12/07/2005,29,
Marwan Salah,GK,18,88,-75,Egypt,Catania,6,2,3,2,5,10,1,2,3,2,7,1,2,7,8,13,10,8,11,7,6,18,1,9,2,14,10,7,9,15,8,16,9,9,12,13,11,9,5,5,11,10,9,11,5,11,11,11,13,9,12,13,15,16,3,10,12,13,15,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,0,20,11,51439,01/01/2004,888,
Ethan Butera,D C,16,88,-8,Belgium,RSC Anderlecht,5,6,9,5,11,8,12,10,5,12,11,3,12,11,15,13,10,11,9,10,9,8,5,9,9,12,10,10,9,9,10,11,13,10,9,12,13,10,11,12,16,3,2,3,3,2,2,3,2,3,4,1,10,10,7,11,9,10,12,11,1,1,20,1,1,1,15,1,12,1,1,1,1,1,174,0,20,10,20400000,16/04/2006,1000,
Nicolò Turco,S,18,88,-75,Italy,Juventus,7,9,11,14,12,11,12,12,4,3,10,9,7,11,7,14,8,7,13,11,9,8,12,7,11,6,11,7,11,10,14,13,9,11,10,9,11,7,12,5,5,2,1,3,3,3,2,1,3,2,2,2,13,14,3,14,13,12,11,9,1,1,1,1,1,1,1,1,1,1,14,12,12,20,186,0,20,7,11077000,15/01/2004,255,
Guillaume Restes,GK,17,88,-75,"France,Ivory Coast",Toulouse FC,3,1,2,3,11,5,2,2,3,2,11,3,1,11,6,11,15,8,11,12,10,16,1,8,1,12,7,8,10,11,9,14,14,9,4,8,4,5,13,9,12,15,11,10,5,10,11,11,10,11,11,11,14,13,4,11,11,14,11,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,82,20,5,7103999,11/03/2005,645,
